"mosquito_id" "age_class" "isolate" "dpi" "oocyst" "broken_oocyst" "spz"
402 "12-day-old" "isolate F (72 gam/µl)" 13 3 1 "0"
403 "12-day-old" "isolate F (72 gam/µl)" 13 9 2 "0"
404 "12-day-old" "isolate F (72 gam/µl)" 13 13 2 "0"
405 "4-day-old" "isolate E (64 gam/µl)" 14 6 2 "0"
406 "4-day-old" "isolate E (64 gam/µl)" 14 14 2 "0"
407 "4-day-old" "isolate E (64 gam/µl)" 14 0 0 "0"
408 "4-day-old" "isolate E (64 gam/µl)" 14 2 0 "0"
409 "4-day-old" "isolate E (64 gam/µl)" 14 1 1 "0"
410 "4-day-old" "isolate F (72 gam/µl)" 14 0 0 "0"
411 "4-day-old" "isolate F (72 gam/µl)" 14 0 0 "0"
412 "12-day-old" "isolate E (64 gam/µl)" 14 8 0 "0"
413 "12-day-old" "isolate E (64 gam/µl)" 14 6 0 "0"
414 "12-day-old" "isolate E (64 gam/µl)" 14 0 0 "0"
415 "12-day-old" "isolate E (64 gam/µl)" 14 0 0 "0"
416 "12-day-old" "isolate E (64 gam/µl)" 14 0 0 "0"
417 "12-day-old" "isolate E (64 gam/µl)" 14 0 0 "0"
418 "12-day-old" "isolate E (64 gam/µl)" 14 0 0 "0"
419 "12-day-old" "isolate E (64 gam/µl)" 14 0 0 "0"
420 "12-day-old" "isolate F (72 gam/µl)" 14 2 0 "0"
421 "12-day-old" "isolate F (72 gam/µl)" 14 0 0 "0"
422 "12-day-old" "isolate F (72 gam/µl)" 14 0 0 "0"
423 "12-day-old" "isolate F (72 gam/µl)" 14 0 0 "0"
424 "12-day-old" "isolate F (72 gam/µl)" 14 0 1 "0"
425 "12-day-old" "isolate F (72 gam/µl)" 14 2 0 "0"
426 "4-day-old" "isolate E (64 gam/µl)" 15 4 0 "0"
427 "4-day-old" "isolate E (64 gam/µl)" 15 3 1 "0"
428 "4-day-old" "isolate E (64 gam/µl)" 15 3 0 "0"
429 "4-day-old" "isolate F (72 gam/µl)" 15 2 0 "0"
430 "4-day-old" "isolate F (72 gam/µl)" 15 1 0 "0"
431 "4-day-old" "isolate F (72 gam/µl)" 15 8 0 "0"
432 "4-day-old" "isolate F (72 gam/µl)" 15 29 0 "0"
433 "12-day-old" "isolate E (64 gam/µl)" 15 0 1 "0"
434 "12-day-old" "isolate E (64 gam/µl)" 15 5 0 "0"
435 "12-day-old" "isolate E (64 gam/µl)" 15 0 0 "0"
436 "12-day-old" "isolate E (64 gam/µl)" 15 2 3 "0"
437 "12-day-old" "isolate E (64 gam/µl)" 15 3 0 "0"
438 "12-day-old" "isolate E (64 gam/µl)" 15 2 1 "0"
439 "12-day-old" "isolate F (72 gam/µl)" 15 0 0 "0"
440 "12-day-old" "isolate F (72 gam/µl)" 15 0 0 "0"
441 "12-day-old" "isolate F (72 gam/µl)" 15 0 0 "0"
442 "12-day-old" "isolate F (72 gam/µl)" 15 6 1 "0"
443 "12-day-old" "isolate F (72 gam/µl)" 15 3 0 "0"
444 "12-day-old" "isolate F (72 gam/µl)" 15 0 0 "0"
445 "12-day-old" "isolate F (72 gam/µl)" 15 3 0 "0"
446 "12-day-old" "isolate F (72 gam/µl)" 15 0 0 "0"
447 "4-day-old" "isolate E (64 gam/µl)" 16 2 0 "0"
448 "4-day-old" "isolate E (64 gam/µl)" 16 0 0 "0"
449 "4-day-old" "isolate E (64 gam/µl)" 16 1 0 "0"
450 "4-day-old" "isolate E (64 gam/µl)" 16 3 0 "0"
451 "4-day-old" "isolate E (64 gam/µl)" 16 5 0 "0"
452 "4-day-old" "isolate E (64 gam/µl)" 16 3 0 "0"
453 "4-day-old" "isolate F (72 gam/µl)" 16 0 0 "0"
454 "4-day-old" "isolate F (72 gam/µl)" 16 0 0 "0"
455 "4-day-old" "isolate F (72 gam/µl)" 16 11 1 "0"
456 "4-day-old" "isolate F (72 gam/µl)" 16 0 0 "0"
457 "4-day-old" "isolate F (72 gam/µl)" 16 0 0 "0"
458 "4-day-old" "isolate F (72 gam/µl)" 16 2 0 "0"
459 "12-day-old" "isolate E (64 gam/µl)" 16 1 0 "0"
460 "12-day-old" "isolate E (64 gam/µl)" 16 0 0 "0"
461 "12-day-old" "isolate E (64 gam/µl)" 16 1 0 "0"
462 "12-day-old" "isolate F (72 gam/µl)" 16 0 0 "0"
463 "12-day-old" "isolate F (72 gam/µl)" 16 3 0 "0"
464 "12-day-old" "isolate F (72 gam/µl)" 16 0 0 "0"
465 "12-day-old" "isolate F (72 gam/µl)" 16 1 0 "0"
466 "12-day-old" "isolate F (72 gam/µl)" 16 0 0 "0"
467 "4-day-old" "isolate F (72 gam/µl)" 12 18 4 "1"
468 "4-day-old" "isolate F (72 gam/µl)" 12 25 5 "1"
469 "12-day-old" "isolate F (72 gam/µl)" 12 1 4 "1"
470 "4-day-old" "isolate E (64 gam/µl)" 13 4 3 "1"
471 "4-day-old" "isolate E (64 gam/µl)" 13 5 3 "1"
472 "4-day-old" "isolate F (72 gam/µl)" 13 28 11 "1"
473 "4-day-old" "isolate F (72 gam/µl)" 13 1 0 "1"
474 "4-day-old" "isolate F (72 gam/µl)" 13 21 3 "1"
475 "4-day-old" "isolate F (72 gam/µl)" 13 10 4 "1"
476 "12-day-old" "isolate E (64 gam/µl)" 13 10 2 "1"
477 "12-day-old" "isolate E (64 gam/µl)" 13 4 1 "1"
478 "12-day-old" "isolate E (64 gam/µl)" 13 2 1 "1"
479 "12-day-old" "isolate E (64 gam/µl)" 13 13 3 "1"
480 "12-day-old" "isolate E (64 gam/µl)" 13 3 0 "1"
481 "12-day-old" "isolate E (64 gam/µl)" 13 1 0 "1"
482 "12-day-old" "isolate F (72 gam/µl)" 13 6 3 "1"
483 "12-day-old" "isolate F (72 gam/µl)" 13 5 3 "1"
484 "4-day-old" "isolate E (64 gam/µl)" 14 3 6 "1"
485 "4-day-old" "isolate E (64 gam/µl)" 14 6 2 "1"
486 "4-day-old" "isolate E (64 gam/µl)" 14 0 3 "1"
487 "4-day-old" "isolate E (64 gam/µl)" 14 5 1 "1"
488 "4-day-old" "isolate E (64 gam/µl)" 14 4 5 "1"
489 "4-day-old" "isolate E (64 gam/µl)" 14 4 5 "1"
490 "4-day-old" "isolate F (72 gam/µl)" 14 12 6 "1"
491 "4-day-old" "isolate F (72 gam/µl)" 14 0 2 "1"
492 "4-day-old" "isolate F (72 gam/µl)" 14 3 16 "1"
493 "4-day-old" "isolate F (72 gam/µl)" 14 1 1 "1"
494 "4-day-old" "isolate F (72 gam/µl)" 14 3 5 "1"
495 "4-day-old" "isolate F (72 gam/µl)" 14 2 2 "1"
496 "4-day-old" "isolate F (72 gam/µl)" 14 6 1 "1"
497 "4-day-old" "isolate F (72 gam/µl)" 14 3 0 "1"
498 "4-day-old" "isolate F (72 gam/µl)" 14 0 1 "1"
499 "12-day-old" "isolate E (64 gam/µl)" 14 3 2 "1"
500 "12-day-old" "isolate E (64 gam/µl)" 14 3 7 "1"
501 "12-day-old" "isolate E (64 gam/µl)" 14 0 1 "1"
502 "12-day-old" "isolate E (64 gam/µl)" 14 0 4 "1"
503 "12-day-old" "isolate F (72 gam/µl)" 14 2 7 "1"
504 "12-day-old" "isolate F (72 gam/µl)" 14 0 5 "1"
505 "12-day-old" "isolate F (72 gam/µl)" 14 3 2 "1"
506 "12-day-old" "isolate F (72 gam/µl)" 14 0 1 "1"
507 "12-day-old" "isolate F (72 gam/µl)" 14 2 5 "1"
508 "4-day-old" "isolate E (64 gam/µl)" 15 1 2 "1"
509 "4-day-old" "isolate E (64 gam/µl)" 15 3 3 "1"
510 "4-day-old" "isolate E (64 gam/µl)" 15 7 12 "1"
511 "4-day-old" "isolate E (64 gam/µl)" 15 4 8 "1"
512 "4-day-old" "isolate E (64 gam/µl)" 15 4 0 "1"
513 "4-day-old" "isolate E (64 gam/µl)" 15 1 2 "1"
514 "4-day-old" "isolate E (64 gam/µl)" 15 0 3 "1"
515 "4-day-old" "isolate E (64 gam/µl)" 15 0 6 "1"
516 "4-day-old" "isolate F (72 gam/µl)" 15 6 5 "1"
517 "4-day-old" "isolate F (72 gam/µl)" 15 2 3 "1"
518 "4-day-old" "isolate F (72 gam/µl)" 15 1 1 "1"
519 "4-day-old" "isolate F (72 gam/µl)" 15 2 1 "1"
520 "4-day-old" "isolate F (72 gam/µl)" 15 0 5 "1"
521 "4-day-old" "isolate F (72 gam/µl)" 15 1 10 "1"
522 "4-day-old" "isolate F (72 gam/µl)" 15 4 6 "1"
523 "4-day-old" "isolate F (72 gam/µl)" 15 1 2 "1"
524 "12-day-old" "isolate E (64 gam/µl)" 15 2 4 "1"
525 "12-day-old" "isolate E (64 gam/µl)" 15 4 2 "1"
526 "12-day-old" "isolate E (64 gam/µl)" 15 3 5 "1"
527 "12-day-old" "isolate E (64 gam/µl)" 15 0 5 "1"
528 "12-day-old" "isolate E (64 gam/µl)" 15 4 7 "1"
529 "12-day-old" "isolate F (72 gam/µl)" 15 1 12 "1"
530 "12-day-old" "isolate F (72 gam/µl)" 15 2 14 "1"
531 "12-day-old" "isolate F (72 gam/µl)" 15 0 1 "1"
532 "12-day-old" "isolate F (72 gam/µl)" 15 2 10 "1"
533 "4-day-old" "isolate E (64 gam/µl)" 16 1 12 "1"
534 "4-day-old" "isolate E (64 gam/µl)" 16 2 3 "1"
535 "4-day-old" "isolate E (64 gam/µl)" 16 1 2 "1"
536 "4-day-old" "isolate E (64 gam/µl)" 16 3 5 "1"
537 "4-day-old" "isolate E (64 gam/µl)" 16 4 5 "1"
538 "4-day-old" "isolate E (64 gam/µl)" 16 10 3 "1"
539 "4-day-old" "isolate F (72 gam/µl)" 16 9 19 "1"
540 "4-day-old" "isolate F (72 gam/µl)" 16 1 4 "1"
541 "4-day-old" "isolate F (72 gam/µl)" 16 2 5 "1"
542 "4-day-old" "isolate F (72 gam/µl)" 16 2 3 "1"
543 "4-day-old" "isolate F (72 gam/µl)" 16 1 10 "1"
544 "4-day-old" "isolate F (72 gam/µl)" 16 1 1 "1"
545 "12-day-old" "isolate E (64 gam/µl)" 16 1 6 "1"
546 "12-day-old" "isolate E (64 gam/µl)" 16 2 3 "1"
547 "12-day-old" "isolate E (64 gam/µl)" 16 7 2 "1"
548 "12-day-old" "isolate E (64 gam/µl)" 16 1 3 "1"
549 "12-day-old" "isolate E (64 gam/µl)" 16 2 3 "1"
550 "12-day-old" "isolate E (64 gam/µl)" 16 1 3 "1"
551 "12-day-old" "isolate E (64 gam/µl)" 16 5 3 "1"
552 "12-day-old" "isolate F (72 gam/µl)" 16 0 7 "1"
553 "12-day-old" "isolate F (72 gam/µl)" 16 3 3 "1"
554 "12-day-old" "isolate F (72 gam/µl)" 16 1 9 "1"
555 "12-day-old" "isolate F (72 gam/µl)" 16 3 4 "1"
556 "12-day-old" "isolate F (72 gam/µl)" 16 0 1 "1"
557 "12-day-old" "isolate F (72 gam/µl)" 16 3 4 "1"
558 "12-day-old" "isolate F (72 gam/µl)" 16 2 5 "1"
559 "12-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
560 "12-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
561 "12-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
562 "12-day-old" "isolate G (80 gam/µl)" 8 11 0 "0"
563 "12-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
564 "12-day-old" "isolate G (80 gam/µl)" 8 4 0 "0"
565 "12-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
566 "12-day-old" "isolate G (80 gam/µl)" 8 8 0 "0"
567 "12-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
568 "12-day-old" "isolate G (80 gam/µl)" 8 2 0 "0"
569 "12-day-old" "isolate G (80 gam/µl)" 8 10 0 "0"
570 "12-day-old" "isolate G (80 gam/µl)" 8 3 0 "0"
571 "12-day-old" "isolate G (80 gam/µl)" 8 1 0 "0"
572 "12-day-old" "isolate G (80 gam/µl)" 8 2 0 "0"
573 "12-day-old" "isolate G (80 gam/µl)" 8 3 0 "0"
574 "4-day-old" "isolate G (80 gam/µl)" 8 9 0 "0"
575 "4-day-old" "isolate G (80 gam/µl)" 8 1 0 "0"
576 "4-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
577 "4-day-old" "isolate G (80 gam/µl)" 8 3 0 "0"
578 "4-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
579 "4-day-old" "isolate G (80 gam/µl)" 8 3 0 "0"
580 "4-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
581 "4-day-old" "isolate G (80 gam/µl)" 8 4 0 "0"
582 "4-day-old" "isolate G (80 gam/µl)" 8 5 0 "0"
583 "4-day-old" "isolate G (80 gam/µl)" 8 0 0 "0"
584 "4-day-old" "isolate G (80 gam/µl)" 8 3 0 "0"
585 "4-day-old" "isolate G (80 gam/µl)" 8 1 0 "0"
586 "12-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
587 "12-day-old" "isolate G (80 gam/µl)" 9 3 3 "0"
588 "12-day-old" "isolate G (80 gam/µl)" 9 1 0 "0"
589 "12-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
590 "12-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
591 "12-day-old" "isolate G (80 gam/µl)" 9 1 0 "0"
592 "12-day-old" "isolate G (80 gam/µl)" 9 1 0 "0"
593 "12-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
594 "12-day-old" "isolate G (80 gam/µl)" 9 1 0 "0"
595 "12-day-old" "isolate G (80 gam/µl)" 9 7 0 "0"
596 "12-day-old" "isolate G (80 gam/µl)" 9 4 0 "0"
597 "12-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
598 "12-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
599 "12-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
600 "12-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
601 "4-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
602 "4-day-old" "isolate G (80 gam/µl)" 9 2 0 "0"
603 "4-day-old" "isolate G (80 gam/µl)" 9 2 0 "0"
604 "4-day-old" "isolate G (80 gam/µl)" 9 6 0 "0"
605 "4-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
606 "4-day-old" "isolate G (80 gam/µl)" 9 1 0 "0"
607 "4-day-old" "isolate G (80 gam/µl)" 9 3 1 "0"
608 "4-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
609 "4-day-old" "isolate G (80 gam/µl)" 9 2 0 "0"
610 "4-day-old" "isolate G (80 gam/µl)" 9 1 0 "0"
611 "4-day-old" "isolate G (80 gam/µl)" 9 0 0 "0"
612 "4-day-old" "isolate G (80 gam/µl)" 9 6 0 "0"
613 "12-day-old" "isolate G (80 gam/µl)" 10 1 1 "0"
614 "12-day-old" "isolate G (80 gam/µl)" 10 1 0 "0"
615 "12-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
616 "12-day-old" "isolate G (80 gam/µl)" 10 10 0 "0"
617 "12-day-old" "isolate G (80 gam/µl)" 10 5 1 "0"
618 "12-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
619 "12-day-old" "isolate G (80 gam/µl)" 10 7 1 "0"
620 "12-day-old" "isolate G (80 gam/µl)" 10 3 0 "0"
621 "12-day-old" "isolate G (80 gam/µl)" 10 1 1 "0"
622 "12-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
623 "12-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
624 "12-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
625 "12-day-old" "isolate G (80 gam/µl)" 10 1 0 "0"
626 "12-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
627 "12-day-old" "isolate G (80 gam/µl)" 10 1 0 "0"
628 "12-day-old" "isolate G (80 gam/µl)" 10 1 3 "1"
629 "12-day-old" "isolate G (80 gam/µl)" 10 0 1 "0"
630 "12-day-old" "isolate G (80 gam/µl)" 10 3 0 "0"
631 "12-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
632 "12-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
633 "4-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
634 "4-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
635 "4-day-old" "isolate G (80 gam/µl)" 10 2 0 "0"
636 "4-day-old" "isolate G (80 gam/µl)" 10 3 0 "0"
637 "4-day-old" "isolate G (80 gam/µl)" 10 5 0 "0"
638 "4-day-old" "isolate G (80 gam/µl)" 10 2 0 "0"
639 "4-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
640 "4-day-old" "isolate G (80 gam/µl)" 10 0 2 "0"
641 "4-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
642 "4-day-old" "isolate G (80 gam/µl)" 10 5 0 "0"
643 "4-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
644 "4-day-old" "isolate G (80 gam/µl)" 10 1 1 "0"
645 "4-day-old" "isolate G (80 gam/µl)" 10 0 1 "0"
646 "4-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
647 "4-day-old" "isolate G (80 gam/µl)" 10 2 0 "0"
648 "4-day-old" "isolate G (80 gam/µl)" 10 0 0 "0"
649 "4-day-old" "isolate G (80 gam/µl)" 10 1 0 "0"
650 "4-day-old" "isolate G (80 gam/µl)" 10 2 0 "0"
651 "4-day-old" "isolate G (80 gam/µl)" 10 3 0 "0"
652 "4-day-old" "isolate G (80 gam/µl)" 10 2 0 "0"
653 "12-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
654 "12-day-old" "isolate G (80 gam/µl)" 11 3 0 "0"
655 "12-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
656 "12-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
657 "12-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
658 "12-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
659 "12-day-old" "isolate G (80 gam/µl)" 11 0 1 "1"
660 "12-day-old" "isolate G (80 gam/µl)" 11 0 1 "1"
661 "12-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
662 "12-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
663 "12-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
664 "12-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
665 "12-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
666 "12-day-old" "isolate G (80 gam/µl)" 11 3 1 "0"
667 "12-day-old" "isolate G (80 gam/µl)" 11 0 1 "1"
668 "12-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
669 "12-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
670 "12-day-old" "isolate G (80 gam/µl)" 11 0 3 "1"
671 "12-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
672 "12-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
673 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
674 "4-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
675 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
676 "4-day-old" "isolate G (80 gam/µl)" 11 1 1 "1"
677 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
678 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
679 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
680 "4-day-old" "isolate G (80 gam/µl)" 11 10 3 "1"
681 "4-day-old" "isolate G (80 gam/µl)" 11 0 2 "0"
682 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
683 "4-day-old" "isolate G (80 gam/µl)" 11 1 0 "0"
684 "4-day-old" "isolate G (80 gam/µl)" 11 2 0 "0"
685 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
686 "4-day-old" "isolate G (80 gam/µl)" 11 0 3 "1"
687 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
688 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
689 "4-day-old" "isolate G (80 gam/µl)" 11 0 0 "0"
690 "4-day-old" "isolate G (80 gam/µl)" 11 5 0 "0"
691 "4-day-old" "isolate G (80 gam/µl)" 11 2 0 "0"
692 "4-day-old" "isolate G (80 gam/µl)" 11 1 2 "0"
693 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
694 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
695 "12-day-old" "isolate G (80 gam/µl)" 12 5 3 "0"
696 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
697 "12-day-old" "isolate G (80 gam/µl)" 12 4 0 "0"
698 "12-day-old" "isolate G (80 gam/µl)" 12 7 3 "1"
699 "12-day-old" "isolate G (80 gam/µl)" 12 2 1 "0"
700 "12-day-old" "isolate G (80 gam/µl)" 12 2 1 "1"
701 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
702 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
703 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
704 "12-day-old" "isolate G (80 gam/µl)" 12 1 3 "1"
705 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
706 "12-day-old" "isolate G (80 gam/µl)" 12 2 0 "0"
707 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
708 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
709 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
710 "12-day-old" "isolate G (80 gam/µl)" 12 3 0 "0"
711 "12-day-old" "isolate G (80 gam/µl)" 12 1 1 "1"
712 "12-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
713 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
714 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
715 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
716 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
717 "4-day-old" "isolate G (80 gam/µl)" 12 2 4 "1"
718 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
719 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
720 "4-day-old" "isolate G (80 gam/µl)" 12 1 1 "1"
721 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
722 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
723 "4-day-old" "isolate G (80 gam/µl)" 12 1 0 "0"
724 "4-day-old" "isolate G (80 gam/µl)" 12 1 1 "1"
725 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
726 "4-day-old" "isolate G (80 gam/µl)" 12 3 1 "0"
727 "4-day-old" "isolate G (80 gam/µl)" 12 1 1 "0"
728 "4-day-old" "isolate G (80 gam/µl)" 12 0 4 "1"
729 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
730 "4-day-old" "isolate G (80 gam/µl)" 12 1 0 "0"
731 "4-day-old" "isolate G (80 gam/µl)" 12 1 1 "1"
732 "4-day-old" "isolate G (80 gam/µl)" 12 0 0 "0"
733 "12-day-old" "isolate G (80 gam/µl)" 13 4 9 "1"
734 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
735 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
736 "12-day-old" "isolate G (80 gam/µl)" 13 0 2 "1"
737 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
738 "12-day-old" "isolate G (80 gam/µl)" 13 0 2 "0"
739 "12-day-old" "isolate G (80 gam/µl)" 13 1 1 "0"
740 "12-day-old" "isolate G (80 gam/µl)" 13 3 3 "1"
741 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
742 "12-day-old" "isolate G (80 gam/µl)" 13 0 1 "0"
743 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
744 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
745 "12-day-old" "isolate G (80 gam/µl)" 13 0 1 "0"
746 "12-day-old" "isolate G (80 gam/µl)" 13 0 1 "1"
747 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
748 "12-day-old" "isolate G (80 gam/µl)" 13 0 1 "1"
749 "12-day-old" "isolate G (80 gam/µl)" 13 0 1 "1"
750 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
751 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
752 "12-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
753 "4-day-old" "isolate G (80 gam/µl)" 13 1 7 "1"
754 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
755 "4-day-old" "isolate G (80 gam/µl)" 13 1 0 "0"
756 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
757 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
758 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
759 "4-day-old" "isolate G (80 gam/µl)" 13 0 3 "1"
760 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
761 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
762 "4-day-old" "isolate G (80 gam/µl)" 13 1 3 "1"
763 "4-day-old" "isolate G (80 gam/µl)" 13 0 1 "1"
764 "4-day-old" "isolate G (80 gam/µl)" 13 3 0 "0"
765 "4-day-old" "isolate G (80 gam/µl)" 13 0 1 "1"
766 "4-day-old" "isolate G (80 gam/µl)" 13 0 1 "1"
767 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
768 "4-day-old" "isolate G (80 gam/µl)" 13 3 0 "0"
769 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
770 "4-day-old" "isolate G (80 gam/µl)" 13 0 3 "1"
771 "4-day-old" "isolate G (80 gam/µl)" 13 0 0 "0"
772 "4-day-old" "isolate G (80 gam/µl)" 13 2 1 "1"
773 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
774 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
775 "12-day-old" "isolate G (80 gam/µl)" 14 0 2 "1"
776 "12-day-old" "isolate G (80 gam/µl)" 14 0 8 "1"
777 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
778 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
779 "12-day-old" "isolate G (80 gam/µl)" 14 0 3 "1"
780 "12-day-old" "isolate G (80 gam/µl)" 14 0 9 "1"
781 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
782 "12-day-old" "isolate G (80 gam/µl)" 14 1 1 "0"
783 "12-day-old" "isolate G (80 gam/µl)" 14 0 4 "1"
784 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
785 "12-day-old" "isolate G (80 gam/µl)" 14 1 1 "1"
786 "12-day-old" "isolate G (80 gam/µl)" 14 1 0 "0"
787 "12-day-old" "isolate G (80 gam/µl)" 14 0 3 "1"
788 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
789 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
790 "12-day-old" "isolate G (80 gam/µl)" 14 0 1 "1"
791 "12-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
792 "12-day-old" "isolate G (80 gam/µl)" 14 0 1 "1"
793 "4-day-old" "isolate G (80 gam/µl)" 14 0 1 "1"
794 "4-day-old" "isolate G (80 gam/µl)" 14 0 1 "0"
795 "4-day-old" "isolate G (80 gam/µl)" 14 0 0 "0"
796 "4-day-old" "isolate G (80 gam/µl)" 14 0 1 "1"
797 "4-day-old" "isolate G (80 gam/µl)" 14 0 5 "1"
798 "4-day-old" "isolate G (80 gam/µl)" 14 0 1 "1"
799 "4-day-old" "isolate G (80 gam/µl)" 14 1 0 "0"
