"mosquito_id" "age_class" "isolate" "oocyst"
517 "8-day-old" "isolate D (40 gam/µl)" 0
518 "8-day-old" "isolate D (40 gam/µl)" 0
519 "8-day-old" "isolate D (40 gam/µl)" 1
520 "8-day-old" "isolate D (40 gam/µl)" 0
521 "8-day-old" "isolate D (40 gam/µl)" 7
522 "8-day-old" "isolate D (40 gam/µl)" 4
523 "8-day-old" "isolate D (40 gam/µl)" 1
524 "8-day-old" "isolate D (40 gam/µl)" 2
525 "8-day-old" "isolate D (40 gam/µl)" 1
526 "8-day-old" "isolate D (40 gam/µl)" 0
527 "8-day-old" "isolate D (40 gam/µl)" 0
528 "8-day-old" "isolate D (40 gam/µl)" 2
529 "8-day-old" "isolate D (40 gam/µl)" 2
530 "8-day-old" "isolate D (40 gam/µl)" 3
531 "8-day-old" "isolate D (40 gam/µl)" 2
532 "8-day-old" "isolate D (40 gam/µl)" 1
533 "8-day-old" "isolate D (40 gam/µl)" 1
534 "8-day-old" "isolate D (40 gam/µl)" 0
535 "8-day-old" "isolate D (40 gam/µl)" 0
536 "8-day-old" "isolate D (40 gam/µl)" 0
537 "8-day-old" "isolate D (40 gam/µl)" 1
538 "8-day-old" "isolate D (40 gam/µl)" 1
539 "8-day-old" "isolate D (40 gam/µl)" 0
540 "8-day-old" "isolate D (40 gam/µl)" 3
541 "8-day-old" "isolate D (40 gam/µl)" 1
542 "8-day-old" "isolate D (40 gam/µl)" 0
543 "8-day-old" "isolate D (40 gam/µl)" 0
544 "8-day-old" "isolate D (40 gam/µl)" 4
545 "8-day-old" "isolate D (40 gam/µl)" 3
546 "8-day-old" "isolate D (40 gam/µl)" 1
547 "8-day-old" "isolate D (40 gam/µl)" 0
548 "8-day-old" "isolate D (40 gam/µl)" 0
549 "8-day-old" "isolate D (40 gam/µl)" 5
550 "8-day-old" "isolate D (40 gam/µl)" 0
551 "8-day-old" "isolate D (40 gam/µl)" 2
552 "8-day-old" "isolate D (40 gam/µl)" 3
553 "8-day-old" "isolate D (40 gam/µl)" 0
554 "8-day-old" "isolate D (40 gam/µl)" 0
555 "8-day-old" "isolate D (40 gam/µl)" 0
556 "4-day-old" "isolate D (40 gam/µl)" 0
557 "4-day-old" "isolate D (40 gam/µl)" 0
558 "4-day-old" "isolate D (40 gam/µl)" 1
559 "4-day-old" "isolate D (40 gam/µl)" 0
560 "4-day-old" "isolate D (40 gam/µl)" 0
561 "4-day-old" "isolate D (40 gam/µl)" 2
562 "4-day-old" "isolate D (40 gam/µl)" 1
563 "4-day-old" "isolate D (40 gam/µl)" 3
564 "4-day-old" "isolate D (40 gam/µl)" 2
565 "4-day-old" "isolate D (40 gam/µl)" 3
566 "4-day-old" "isolate D (40 gam/µl)" 0
567 "4-day-old" "isolate D (40 gam/µl)" 2
568 "4-day-old" "isolate D (40 gam/µl)" 3
569 "4-day-old" "isolate D (40 gam/µl)" 1
570 "4-day-old" "isolate D (40 gam/µl)" 6
571 "4-day-old" "isolate D (40 gam/µl)" 0
572 "4-day-old" "isolate D (40 gam/µl)" 3
573 "4-day-old" "isolate D (40 gam/µl)" 0
574 "4-day-old" "isolate D (40 gam/µl)" 3
575 "4-day-old" "isolate D (40 gam/µl)" 0
576 "4-day-old" "isolate D (40 gam/µl)" 1
577 "4-day-old" "isolate D (40 gam/µl)" 1
578 "4-day-old" "isolate D (40 gam/µl)" 3
579 "4-day-old" "isolate D (40 gam/µl)" 5
580 "4-day-old" "isolate D (40 gam/µl)" 3
581 "4-day-old" "isolate D (40 gam/µl)" 0
582 "4-day-old" "isolate D (40 gam/µl)" 0
583 "4-day-old" "isolate D (40 gam/µl)" 5
584 "4-day-old" "isolate D (40 gam/µl)" 8
585 "4-day-old" "isolate D (40 gam/µl)" 0
586 "4-day-old" "isolate D (40 gam/µl)" 2
587 "4-day-old" "isolate D (40 gam/µl)" 1
588 "4-day-old" "isolate D (40 gam/µl)" 0
589 "4-day-old" "isolate D (40 gam/µl)" 2
590 "4-day-old" "isolate D (40 gam/µl)" 3
591 "4-day-old" "isolate D (40 gam/µl)" 0
592 "4-day-old" "isolate D (40 gam/µl)" 1
593 "4-day-old" "isolate D (40 gam/µl)" 1
594 "4-day-old" "isolate D (40 gam/µl)" 0
595 "4-day-old" "isolate D (40 gam/µl)" 0
596 "4-day-old" "isolate D (40 gam/µl)" 0
597 "4-day-old" "isolate D (40 gam/µl)" 0
598 "4-day-old" "isolate D (40 gam/µl)" 0
599 "4-day-old" "isolate D (40 gam/µl)" 0
600 "4-day-old" "isolate D (40 gam/µl)" 6
601 "4-day-old" "isolate D (40 gam/µl)" 2
602 "4-day-old" "isolate D (40 gam/µl)" 0
603 "4-day-old" "isolate D (40 gam/µl)" 0
604 "4-day-old" "isolate D (40 gam/µl)" 2
605 "4-day-old" "isolate D (40 gam/µl)" 2
